"","SHOP ID","SALES PERSON ID","ITEM NR","PRICE","QUANTITY","REVENUE","DATE"
"27254","LAAU6602","AU-HG923","LZD-622-073",8.89,6,53.34,2016-12-05
"27255","MIAL3314","AL-PT831","RSI-802-493",6.15,3,18.45,2016-06-25
"27256","SELL8603","LL-AH674","RFG-388-575",4.65,3,13.95,2016-05-25
"27257","CHHF4589","HF-NP429","LCS-461-035",7.45,4,29.8,2016-06-14
"27258","CHHF4589","HF-NP429","RFG-388-575",4.65,12,55.8,2016-07-07
"27259","CHHF4589","HF-NP429","LZD-622-073",8.89,16,142.24,2016-04-23
"27260","SFSW1840","SW-TH205","RMG-199-201",5.65,4,22.6,2016-11-07
"27261","NYFL0152","FL-SS827","RFG-388-575",4.65,16,74.4,2016-08-18
"27262","SELL8603","LL-AH674","ORT-307-942",10.49,7,73.43,2016-05-16
"27263","CHHF4589","HF-NP429","RSI-802-493",6.15,16,98.4,2016-08-11
"27264","NYFL0152","FL-TS704","RMG-199-201",5.65,7,39.55,2016-06-29
"27265","SELL8603","LL-AH674","RSI-802-493",6.15,16,98.4,2016-08-02
"27266","AUWL7026","WL-DT369","LCS-461-035",7.45,10,74.5,2016-10-11
"27267","CHHF4589","HF-NP429","RBI-513-811",5.25,6,31.5,2016-07-03
"27268","MIFK9547","FK-PB337","LZD-622-073",8.89,11,97.79,2016-04-09
"27269","AUWL7026","WL-WL903","LCS-461-035",7.45,2,14.9,2016-08-08
"27270","LAAU6602","AU-HJ434","OBD-573-022",11.79,5,58.95,2016-10-04
"27271","SFSW1840","SW-TH205","LCS-461-035",7.45,17,126.65,2016-08-11
"27272","SELL8603","LL-AH674","LCS-461-035",7.45,8,59.6,2016-11-09
"27273","MIFK9547","FK-NF048","RMG-199-201",5.65,11,62.15,2016-09-15
"27274","LAAU6602","AU-HJ434","ODD-114-017",9.99,10,99.9,2016-08-10
"27275","CHHF4589","HF-NP429","LTP-429-116",7.45,14,104.3,2016-05-15
"27276","NYFL0152","FL-TS704","RSI-802-493",6.15,2,12.3,2016-01-19
"27277","NYML7932","ML-RG223","LTP-429-116",7.45,16,119.2,2016-05-13
"27278","CHHF4589","HF-NP429","RSI-802-493",6.15,2,12.3,2016-05-24
"27279","LAAU6602","AU-HG923","RSI-802-493",6.15,9,55.35,2016-07-13
"27280","SFSW1840","SW-TH205","ORT-307-942",10.49,16,167.84,2016-12-27
"27281","NYFL0152","FL-TL942","LTP-429-116",7.45,1,7.45,2016-11-30
"27282","SELL8603","LL-AJ284","LCS-461-035",7.45,13,96.85,2016-02-09
"27283","SELL8603","LL-RS639","LZD-622-073",8.89,8,71.12,2016-04-08
"27284","NYML7932","ML-JM463","OMG-175-129",11.29,17,191.93,2016-09-20
"27285","LAAU6602","AU-HG923","RFG-388-575",4.65,14,65.1,2016-12-06
"27286","MIFK9547","FK-PB337","RMG-199-201",5.65,4,22.6,2016-10-06
"27287","AUWL7026","WL-DT369","LTP-429-116",7.45,11,81.95,2016-04-10
"27288","LAAU6602","AU-HG923","LCS-461-035",7.45,4,29.8,2016-03-10
"27289","MIFK9547","FK-PB337","RMG-199-201",5.65,11,62.15,2016-08-24
"27290","AUWL7026","WL-WL903","LTP-429-116",7.45,12,89.4,2016-12-24
"27291","CHHF4589","HF-JP738","RBI-513-811",5.25,17,89.25,2016-03-03
"27292","CHHF4589","HF-NP429","LCS-461-035",7.45,4,29.8,2016-04-11
"27293","CHHF4589","HF-JP738","LPM-704-265",6.99,12,83.88,2016-01-30
"27294","NYML7932","ML-JM463","LCS-461-035",7.45,14,104.3,2016-03-21
"27295","SELL8603","LL-PS563","RMG-199-201",5.65,6,33.9,2016-10-11
"27296","NYML7932","ML-JM463","RFG-388-575",4.65,7,32.55,2016-05-29
"27297","NYFL0152","FL-TL942","RMG-199-201",5.65,10,56.5,2016-04-08
"27298","CHHF4589","HF-NP429","LZD-622-073",8.89,7,62.23,2016-12-20
"27299","CHHF4589","HF-NP429","LTP-429-116",7.45,13,96.85,2016-03-01
"27300","CHHF4589","HF-NP429","LCS-461-035",7.45,8,59.6,2016-01-18
"27301","NYFL0152","FL-SS827","LPM-704-265",6.99,8,55.92,2016-02-09
"27302","NYML7932","ML-NB362","RMG-199-201",5.65,6,33.9,2016-12-06
"27303","SELL8603","LL-PS563","LTP-429-116",7.45,16,119.2,2016-09-29
"27304","SFSW1840","SW-TH205","LZD-622-073",8.89,5,44.45,2016-02-15
"27305","MIFK9547","FK-NF048","RFG-388-575",4.65,7,32.55,2016-11-06
"27306","SELL8603","LL-AJ284","LZD-622-073",8.89,2,17.78,2016-11-02
"27307","MIAL3314","AL-PT831","RFG-388-575",4.65,6,27.9,2016-02-29
"27308","MIFK9547","FK-NF048","LTP-429-116",7.45,10,74.5,2016-12-19
"27309","AUWL7026","WL-WL903","RSI-802-493",6.15,17,104.55,2016-07-30
"27310","CHHF4589","HF-NP429","LZD-622-073",8.89,14,124.46,2016-02-11
"27311","LAAU6602","AU-BT861","LCS-461-035",7.45,7,52.15,2016-09-06
"27312","SELL8603","LL-PS563","LPM-704-265",6.99,12,83.88,2016-03-11
"27313","SELL8603","LL-AJ284","RBI-513-811",5.25,12,63,2016-03-16
"27314","SELL8603","LL-RS639","OBD-573-022",11.79,11,129.69,2016-01-16
"27315","NYFL0152","FL-SS827","RMG-199-201",5.65,3,16.95,2016-08-22
"27316","MIFK9547","FK-NF048","RMG-199-201",5.65,7,39.55,2016-01-22
"27317","SFSW1840","SW-RR501","RMG-199-201",5.65,16,90.4,2016-07-26
"27318","SELL8603","LL-RS639","OBD-573-022",11.79,15,176.85,2016-12-27
"27319","SELL8603","LL-AH674","LCS-461-035",7.45,4,29.8,2016-06-19
"27320","AUWL7026","WL-DT369","LTP-429-116",7.45,9,67.05,2016-08-12
"27321","NYML7932","ML-RG223","RBI-513-811",5.25,4,21,2016-04-15
"27322","NYFL0152","FL-SS827","OMG-175-129",11.29,10,112.9,2016-11-27
"27323","SELL8603","LL-PS563","LCS-461-035",7.45,5,37.25,2016-11-19
"27324","CHHF4589","HF-NP429","OMG-175-129",11.29,14,158.06,2016-07-12
"27325","SFSW1840","SW-RR501","RSI-802-493",6.15,7,43.05,2016-05-09
"27326","CHHF4589","HF-NP429","RSI-802-493",6.15,9,55.35,2016-02-06
"27327","SELL8603","LL-AH674","LPM-704-265",6.99,10,69.9,2016-01-17
"27328","NYFL0152","FL-SS827","RFG-388-575",4.65,4,18.6,2016-09-11
"27329","NYML7932","ML-RG223","LZD-622-073",8.89,1,8.89,2016-11-21
"27330","CHHF4589","HF-NP429","LCS-461-035",7.45,14,104.3,2016-07-08
"27331","CHHF4589","HF-NP429","RFG-388-575",4.65,9,41.85,2016-03-04
"27332","CHHF4589","HF-NP429","LCS-461-035",7.45,9,67.05,2016-05-24
"27333","SELL8603","LL-RS639","RFG-388-575",4.65,4,18.6,2016-07-06
"27334","SELL8603","LL-PS563","LZD-622-073",8.89,16,142.24,2016-10-12
"27335","CHHF4589","HF-NP429","LCS-461-035",7.45,1,7.45,2016-10-02
"27336","NYML7932","ML-JM463","LZD-622-073",8.89,10,88.9,2016-05-09
"27337","SELL8603","LL-RS639","RSI-802-493",6.15,5,30.75,2016-05-14
"27338","NYFL0152","FL-SS827","LZD-622-073",8.89,14,124.46,2016-04-01
"27339","LAAU6602","AU-HJ434","LCS-461-035",7.45,8,59.6,2016-12-16
"27340","CHHF4589","HF-NP429","ODD-114-017",9.99,8,79.92,2016-02-01
"27341","CHHF4589","HF-NP429","LCS-461-035",7.45,8,59.6,2016-12-02
"27342","MIAL3314","AL-PT831","RSI-802-493",6.15,11,67.65,2016-08-17
"27343","CHHF4589","HF-NP429","RBI-513-811",5.25,5,26.25,2016-06-01
"27344","SELL8603","LL-RS639","LPM-704-265",6.99,14,97.86,2016-08-19
"27345","NYML7932","ML-JM463","LZD-622-073",8.89,3,26.67,2016-08-19
"27346","NYFL0152","FL-TS704","ODD-114-017",9.99,4,39.96,2016-04-15
"27347","CHHF4589","HF-JP738","RSI-802-493",6.15,14,86.1,2016-05-07
"27348","NYML7932","ML-RG223","RBI-513-811",5.25,9,47.25,2016-04-02
"27349","NYML7932","ML-JM463","RSI-802-493",6.15,10,61.5,2016-08-03
"27350","NYFL0152","FL-TS704","RFG-388-575",4.65,13,60.45,2016-11-13
"27351","SFSW1840","SW-RR501","RSI-802-493",6.15,4,24.6,2016-02-12
"27352","CHHF4589","HF-NP429","LCS-461-035",7.45,3,22.35,2016-06-12
"27353","SELL8603","LL-PS563","ODD-114-017",9.99,16,159.84,2016-10-14
"27354","CHHF4589","HF-NP429","OMG-175-129",11.29,6,67.74,2016-05-10
"27355","SELL8603","LL-PS563","RBI-513-811",5.25,11,57.75,2016-10-03
"27356","LAAU6602","AU-BT861","RFG-388-575",4.65,10,46.5,2016-04-28
"27357","SELL8603","LL-RS639","RSI-802-493",6.15,16,98.4,2016-10-13
"27358","LAAU6602","AU-HJ434","OMG-175-129",11.29,5,56.45,2016-02-20
"27359","SFSW1840","SW-TH205","RBI-513-811",5.25,5,26.25,2016-06-15
"27360","SELL8603","LL-PS563","RMG-199-201",5.65,1,5.65,2016-09-01
"27361","SELL8603","LL-AJ284","ODD-114-017",9.99,15,149.85,2016-07-30
"27362","NYFL0152","FL-TS704","OMG-175-129",11.29,2,22.58,2016-02-11
"27363","SFSW1840","SW-TH205","LTP-429-116",7.45,12,89.4,2016-03-13
"27364","NYFL0152","FL-TS704","LTP-429-116",7.45,8,59.6,2016-01-31
"27365","NYML7932","ML-NB362","RSI-802-493",6.15,6,36.9,2016-06-21
"27366","SELL8603","LL-PS563","LZD-622-073",8.89,16,142.24,2016-01-05
"27367","NYFL0152","FL-TS704","RMG-199-201",5.65,2,11.3,2016-01-07
"27368","SELL8603","LL-AJ284","RMG-199-201",5.65,9,50.85,2016-11-30
"27369","NYFL0152","FL-TL942","LTP-429-116",7.45,17,126.65,2016-02-29
"27370","SELL8603","LL-PS563","RSI-802-493",6.15,8,49.2,2016-03-16
"27371","NYML7932","ML-RG223","RSI-802-493",6.15,10,61.5,2016-11-17
"27372","NYFL0152","FL-TS704","LCS-461-035",7.45,10,74.5,2016-05-26
"27373","NYFL0152","FL-TL942","LCS-461-035",7.45,8,59.6,2016-01-16
"27374","NYML7932","ML-RG223","ODD-114-017",9.99,15,149.85,2016-12-01
"27375","CHHF4589","HF-NP429","ODD-114-017",9.99,1,9.99,2016-09-11
"27376","AUWL7026","WL-WL903","RSI-802-493",6.15,15,92.25,2016-02-09
"27377","SFSW1840","SW-RR501","RSI-802-493",6.15,11,67.65,2016-09-19
"27378","SFSW1840","SW-TH205","LTP-429-116",7.45,9,67.05,2016-12-06
"27379","CHHF4589","HF-NP429","LCS-461-035",7.45,9,67.05,2016-03-06
"27380","CHHF4589","HF-NP429","RBI-513-811",5.25,5,26.25,2016-06-06
"27381","SELL8603","LL-PS563","LZD-622-073",8.89,2,17.78,2016-10-11
"27382","SFSW1840","SW-TH205","RFG-388-575",4.65,15,69.75,2016-04-26
"27383","MIFK9547","FK-PB337","ORT-307-942",10.49,8,83.92,2016-10-03
"27384","SFSW1840","SW-RR501","RBI-513-811",5.25,12,63,2016-01-24
"27385","NYFL0152","FL-TS704","ODD-114-017",9.99,3,29.97,2016-10-17
"27386","LAAU6602","AU-HG923","RBI-513-811",5.25,14,73.5,2016-03-06
"27387","NYML7932","ML-NB362","ORT-307-942",10.49,10,104.9,2016-11-25
"27388","NYML7932","ML-RG223","RBI-513-811",5.25,11,57.75,2016-08-07
"27389","SELL8603","LL-AH674","RBI-513-811",5.25,10,52.5,2016-01-09
"27390","CHHF4589","HF-NP429","RMG-199-201",5.65,7,39.55,2016-06-11
"27391","AUWL7026","WL-DT369","RMG-199-201",5.65,8,45.2,2016-12-25
"27392","SFSW1840","SW-TH205","LTP-429-116",7.45,7,52.15,2016-07-18
"27393","LAAU6602","AU-HJ434","LTP-429-116",7.45,14,104.3,2016-09-21
"27394","NYFL0152","FL-TL942","RFG-388-575",4.65,13,60.45,2016-06-19
"27395","SELL8603","LL-PS563","RBI-513-811",5.25,11,57.75,2016-04-21
"27396","LAAU6602","AU-HG923","RMG-199-201",5.65,13,73.45,2016-05-19
"27397","SELL8603","LL-RS639","RBI-513-811",5.25,17,89.25,2016-03-19
"27398","CHHF4589","HF-NP429","RBI-513-811",5.25,10,52.5,2016-11-07
"27399","LAAU6602","AU-HJ434","LPM-704-265",6.99,4,27.96,2016-11-02
"27400","LAAU6602","AU-BT861","RMG-199-201",5.65,17,96.05,2016-08-11
"27401","MIFK9547","FK-PB337","LCS-461-035",7.45,6,44.7,2016-07-17
"27402","MIFK9547","FK-PB337","LCS-461-035",7.45,2,14.9,2016-12-23
"27403","SELL8603","LL-PS563","OBD-573-022",11.79,14,165.06,2016-01-08
"27404","NYML7932","ML-NB362","LCS-461-035",7.45,5,37.25,2016-03-03
"27405","NYFL0152","FL-SS827","RMG-199-201",5.65,16,90.4,2016-05-31
"27406","MIFK9547","FK-NF048","LTP-429-116",7.45,6,44.7,2016-08-09
"27407","MIAL3314","AL-PT831","ORT-307-942",10.49,9,94.41,2016-11-12
"27408","NYFL0152","FL-SS827","ORT-307-942",10.49,6,62.94,2016-06-26
"27409","CHHF4589","HF-NP429","RBI-513-811",5.25,14,73.5,2016-02-17
"27410","CHHF4589","HF-NP429","RBI-513-811",5.25,5,26.25,2016-03-02
"27411","NYML7932","ML-JM463","RMG-199-201",5.65,6,33.9,2016-10-26
"27412","NYFL0152","FL-SS827","RSI-802-493",6.15,7,43.05,2016-04-29
"27413","CHHF4589","HF-NP429","RSI-802-493",6.15,5,30.75,2016-08-16
"27414","CHHF4589","HF-NP429","RBI-513-811",5.25,4,21,2016-08-31
"27415","NYFL0152","FL-SS827","RBI-513-811",5.25,13,68.25,2016-02-14
"27416","CHHF4589","HF-NP429","RMG-199-201",5.65,1,5.65,2016-07-03
"27417","SFSW1840","SW-TH205","RBI-513-811",5.25,15,78.75,2016-07-16
"27418","CHHF4589","HF-NP429","RFG-388-575",4.65,12,55.8,2016-05-10
"27419","SELL8603","LL-PS563","RBI-513-811",5.25,12,63,2016-09-14
"27420","NYFL0152","FL-TL942","LZD-622-073",8.89,16,142.24,2016-10-29
"27421","LAAU6602","AU-HJ434","RMG-199-201",5.65,10,56.5,2016-01-19
"27422","CHHF4589","HF-NP429","LTP-429-116",7.45,7,52.15,2016-03-22
"27423","NYFL0152","FL-TS704","RMG-199-201",5.65,2,11.3,2016-10-27
"27424","SELL8603","LL-AH674","RFG-388-575",4.65,11,51.15,2016-07-23
"27425","NYML7932","ML-RG223","RSI-802-493",6.15,13,79.95,2016-05-28
"27426","SELL8603","LL-PS563","RSI-802-493",6.15,2,12.3,2016-06-23
"27427","LAAU6602","AU-BT861","LZD-622-073",8.89,15,133.35,2016-08-22
"27428","NYFL0152","FL-TL942","OBD-573-022",11.79,17,200.43,2016-07-02
"27429","SFSW1840","SW-TH205","RBI-513-811",5.25,15,78.75,2016-07-12
"27430","CHHF4589","HF-NP429","RBI-513-811",5.25,15,78.75,2016-08-15
"27431","AUWL7026","WL-WL903","RBI-513-811",5.25,17,89.25,2016-10-07
"27432","SELL8603","LL-AJ284","LCS-461-035",7.45,12,89.4,2016-12-26
"27433","NYFL0152","FL-TS704","RSI-802-493",6.15,16,98.4,2016-09-23
"27434","NYML7932","ML-NB362","RMG-199-201",5.65,1,5.65,2016-04-25
"27435","LAAU6602","AU-HG923","RMG-199-201",5.65,3,16.95,2016-06-11
"27436","SFSW1840","SW-TH205","RFG-388-575",4.65,17,79.05,2016-05-27
"27437","SFSW1840","SW-TH205","LZD-622-073",8.89,12,106.68,2016-06-27
"27438","CHHF4589","HF-NP429","LTP-429-116",7.45,10,74.5,2016-05-25
"27439","NYML7932","ML-RG223","LTP-429-116",7.45,6,44.7,2016-03-21
"27440","SFSW1840","SW-TH205","RFG-388-575",4.65,1,4.65,2016-02-19
"27441","LAAU6602","AU-HG923","LZD-622-073",8.89,10,88.9,2016-02-28
"27442","CHHF4589","HF-NP429","RBI-513-811",5.25,2,10.5,2016-01-22
"27443","CHHF4589","HF-NP429","LZD-622-073",8.89,8,71.12,2016-03-11
"27444","NYML7932","ML-NB362","LPM-704-265",6.99,5,34.95,2016-09-02
"27445","MIFK9547","FK-PB337","LCS-461-035",7.45,3,22.35,2016-06-01
"27446","NYML7932","ML-JM463","RMG-199-201",5.65,5,28.25,2016-11-20
"27447","NYML7932","ML-NB362","RBI-513-811",5.25,3,15.75,2016-11-06
"27448","LAAU6602","AU-HG923","RMG-199-201",5.65,16,90.4,2016-08-29
"27449","CHHF4589","HF-NP429","RMG-199-201",5.65,2,11.3,2016-06-10
"27450","CHHF4589","HF-JP738","LCS-461-035",7.45,7,52.15,2016-09-07
"27451","LAAU6602","AU-HJ434","RFG-388-575",4.65,3,13.95,2016-02-21
"27452","CHHF4589","HF-NP429","LPM-704-265",6.99,16,111.84,2016-07-13
"27453","MIFK9547","FK-PB337","OMG-175-129",11.29,14,158.06,2016-10-05
"27454","MIFK9547","FK-NF048","RBI-513-811",5.25,17,89.25,2016-12-31
"27455","SELL8603","LL-PS563","LTP-429-116",7.45,5,37.25,2016-06-03
"27456","SFSW1840","SW-TH205","ORT-307-942",10.49,11,115.39,2016-10-25
"27457","CHHF4589","HF-NP429","RSI-802-493",6.15,3,18.45,2016-09-28
"27458","MIFK9547","FK-PB337","LPM-704-265",6.99,6,41.94,2016-04-08
"27459","AUWL7026","WL-DT369","LPM-704-265",6.99,2,13.98,2016-08-14
"27460","SFSW1840","SW-TH205","RMG-199-201",5.65,5,28.25,2016-07-17
"27461","NYFL0152","FL-TS704","RBI-513-811",5.25,12,63,2016-04-24
"27462","SFSW1840","SW-RR501","RMG-199-201",5.65,5,28.25,2016-12-04
"27463","MIFK9547","FK-PB337","RSI-802-493",6.15,9,55.35,2016-11-26
"27464","CHHF4589","HF-JP738","RSI-802-493",6.15,7,43.05,2016-12-05
"27465","SFSW1840","SW-TH205","LCS-461-035",7.45,12,89.4,2016-04-04
"27466","CHHF4589","HF-JP738","RMG-199-201",5.65,8,45.2,2016-11-07
"27467","SFSW1840","SW-RR501","ORT-307-942",10.49,16,167.84,2016-09-17
"27468","NYML7932","ML-NB362","LTP-429-116",7.45,13,96.85,2016-10-06
"27469","NYFL0152","FL-TL942","LZD-622-073",8.89,4,35.56,2016-01-14
"27470","NYFL0152","FL-SS827","LZD-622-073",8.89,11,97.79,2016-11-27
"27471","CHHF4589","HF-NP429","RBI-513-811",5.25,9,47.25,2016-02-02
"27472","MIFK9547","FK-PB337","RBI-513-811",5.25,16,84,2016-08-16
"27473","MIAL3314","AL-PT831","LCS-461-035",7.45,8,59.6,2016-02-25
"27474","CHHF4589","HF-NP429","RFG-388-575",4.65,1,4.65,2016-05-17
"27475","AUWL7026","WL-WL903","ORT-307-942",10.49,2,20.98,2016-10-04
"27476","SFSW1840","SW-RR501","LPM-704-265",6.99,10,69.9,2016-05-02
"27477","NYML7932","ML-NB362","ORT-307-942",10.49,12,125.88,2016-01-10
"27478","SFSW1840","SW-TH205","ORT-307-942",10.49,9,94.41,2016-11-07
"27479","SFSW1840","SW-TH205","RSI-802-493",6.15,12,73.8,2016-10-23
"27480","CHHF4589","HF-NP429","RBI-513-811",5.25,4,21,2016-10-04
"27481","NYML7932","ML-NB362","RMG-199-201",5.65,14,79.1,2016-04-22
"27482","NYFL0152","FL-TS704","RFG-388-575",4.65,7,32.55,2016-07-31
"27483","CHHF4589","HF-NP429","LZD-622-073",8.89,7,62.23,2016-07-22
"27484","LAAU6602","AU-HJ434","LTP-429-116",7.45,7,52.15,2016-07-14
"27485","CHHF4589","HF-NP429","RMG-199-201",5.65,14,79.1,2016-06-19
"27486","SFSW1840","SW-TH205","LZD-622-073",8.89,13,115.57,2016-08-28
"27487","LAAU6602","AU-HG923","RMG-199-201",5.65,3,16.95,2016-05-26
"27488","SELL8603","LL-PS563","RSI-802-493",6.15,2,12.3,2016-12-27
"27489","NYML7932","ML-JM463","LPM-704-265",6.99,16,111.84,2016-02-16
"27490","SFSW1840","SW-TH205","RSI-802-493",6.15,2,12.3,2016-04-18
"27491","LAAU6602","AU-HJ434","RFG-388-575",4.65,5,23.25,2016-10-22
"27492","CHHF4589","HF-NP429","RBI-513-811",5.25,13,68.25,2016-01-12
"27493","SELL8603","LL-PS563","OBD-573-022",11.79,1,11.79,2016-06-20
"27494","CHHF4589","HF-NP429","LZD-622-073",8.89,16,142.24,2016-03-26
"27495","CHHF4589","HF-NP429","RSI-802-493",6.15,7,43.05,2016-07-07
"27496","SELL8603","LL-AH674","OMG-175-129",11.29,17,191.93,2016-11-22
"27497","NYML7932","ML-RG223","LPM-704-265",6.99,9,62.91,2016-05-09
"27498","SELL8603","LL-PS563","RBI-513-811",5.25,6,31.5,2016-04-14
"27499","SELL8603","LL-RS639","RMG-199-201",5.65,3,16.95,2016-02-11
"27500","CHHF4589","HF-JP738","LCS-461-035",7.45,2,14.9,2016-04-05
"27501","AUWL7026","WL-DT369","LTP-429-116",7.45,10,74.5,2016-11-13
"27502","MIAL3314","AL-PT831","RFG-388-575",4.65,13,60.45,2016-03-07
"27503","MIFK9547","FK-NF048","LCS-461-035",7.45,16,119.2,2016-03-09
"27504","CHHF4589","HF-NP429","OBD-573-022",11.79,8,94.32,2016-05-29
"27505","NYFL0152","FL-TL942","RMG-199-201",5.65,5,28.25,2016-10-02
"27506","MIFK9547","FK-NF048","LTP-429-116",7.45,5,37.25,2016-12-31
"27507","SELL8603","LL-RS639","RBI-513-811",5.25,2,10.5,2016-06-21
"27508","AUWL7026","WL-WL903","LZD-622-073",8.89,8,71.12,2016-09-02
"27509","NYML7932","ML-JM463","RMG-199-201",5.65,12,67.8,2016-10-19
"27510","LAAU6602","AU-HJ434","RMG-199-201",5.65,2,11.3,2016-06-03
"27511","SELL8603","LL-AH674","RFG-388-575",4.65,3,13.95,2016-03-02
"27512","LAAU6602","AU-HJ434","LZD-622-073",8.89,8,71.12,2016-06-02
"27513","NYFL0152","FL-TS704","LPM-704-265",6.99,10,69.9,2016-11-02
"27514","MIAL3314","AL-PT831","RMG-199-201",5.65,13,73.45,2016-08-02
"27515","MIFK9547","FK-PB337","LPM-704-265",6.99,10,69.9,2016-02-03
"27516","SFSW1840","SW-TH205","LCS-461-035",7.45,1,7.45,2016-01-08
"27517","NYML7932","ML-RG223","RFG-388-575",4.65,10,46.5,2016-01-29
"27518","CHHF4589","HF-NP429","LCS-461-035",7.45,16,119.2,2016-08-16
"27519","MIAL3314","AL-PT831","RFG-388-575",4.65,1,4.65,2016-01-18
"27520","SFSW1840","SW-TH205","OBD-573-022",11.79,14,165.06,2016-11-12
"27521","NYML7932","ML-RG223","RMG-199-201",5.65,15,84.75,2016-08-02
"27522","SELL8603","LL-AH674","RFG-388-575",4.65,13,60.45,2016-01-13
"27523","MIFK9547","FK-PB337","LZD-622-073",8.89,14,124.46,2016-07-21
"27524","CHHF4589","HF-JP738","OBD-573-022",11.79,4,47.16,2016-07-31
"27525","NYML7932","ML-JM463","LTP-429-116",7.45,7,52.15,2016-12-14
"27526","SELL8603","LL-AJ284","RSI-802-493",6.15,5,30.75,2016-02-05
"27527","CHHF4589","HF-NP429","LTP-429-116",7.45,12,89.4,2016-04-13
"27528","CHHF4589","HF-NP429","LZD-622-073",8.89,10,88.9,2016-06-23
"27529","SELL8603","LL-RS639","RMG-199-201",5.65,8,45.2,2016-05-20
"27530","SFSW1840","SW-TH205","ORT-307-942",10.49,13,136.37,2016-04-11
"27531","AUWL7026","WL-WL903","LZD-622-073",8.89,17,151.13,2016-09-08
"27532","NYFL0152","FL-TS704","RMG-199-201",5.65,11,62.15,2016-10-24
"27533","MIFK9547","FK-PB337","OBD-573-022",11.79,13,153.27,2016-10-14
"27534","NYFL0152","FL-TL942","ORT-307-942",10.49,11,115.39,2016-10-04
"27535","NYFL0152","FL-TS704","LCS-461-035",7.45,12,89.4,2016-06-21
"27536","NYML7932","ML-JM463","OMG-175-129",11.29,16,180.64,2016-01-07
"27537","SFSW1840","SW-TH205","RBI-513-811",5.25,5,26.25,2016-04-29
"27538","SFSW1840","SW-TH205","RFG-388-575",4.65,14,65.1,2016-10-14
"27539","SELL8603","LL-AJ284","RBI-513-811",5.25,4,21,2016-08-30
"27540","CHHF4589","HF-NP429","OBD-573-022",11.79,11,129.69,2016-12-04
"27541","NYML7932","ML-JM463","RMG-199-201",5.65,5,28.25,2016-03-29
"27542","CHHF4589","HF-NP429","RMG-199-201",5.65,14,79.1,2016-06-18
"27543","NYML7932","ML-NB362","RBI-513-811",5.25,10,52.5,2016-10-23
"27544","NYFL0152","FL-TS704","RMG-199-201",5.65,13,73.45,2016-04-16
"27545","CHHF4589","HF-NP429","LTP-429-116",7.45,2,14.9,2016-07-23
"27546","NYFL0152","FL-TL942","LPM-704-265",6.99,1,6.99,2016-08-28
"27547","NYML7932","ML-NB362","RSI-802-493",6.15,3,18.45,2016-05-07
"27548","SELL8603","LL-AJ284","LZD-622-073",8.89,5,44.45,2016-04-24
"27549","SELL8603","LL-PS563","RBI-513-811",5.25,8,42,2016-08-02
"27550","CHHF4589","HF-NP429","OMG-175-129",11.29,2,22.58,2016-07-28
"27551","CHHF4589","HF-NP429","ORT-307-942",10.49,14,146.86,2016-10-07
"27552","CHHF4589","HF-NP429","RMG-199-201",5.65,10,56.5,2016-04-09
"27553","LAAU6602","AU-HJ434","ORT-307-942",10.49,16,167.84,2016-01-08
"27554","SELL8603","LL-PS563","LCS-461-035",7.45,17,126.65,2016-03-24
"27555","SFSW1840","SW-TH205","LCS-461-035",7.45,10,74.5,2016-10-12
"27556","NYFL0152","FL-TL942","LZD-622-073",8.89,2,17.78,2016-08-07
"27557","NYFL0152","FL-SS827","ORT-307-942",10.49,13,136.37,2016-05-03
"27558","CHHF4589","HF-NP429","OBD-573-022",11.79,3,35.37,2016-12-19
"27559","SELL8603","LL-RS639","RBI-513-811",5.25,3,15.75,2016-11-21
"27560","SFSW1840","SW-TH205","RBI-513-811",5.25,7,36.75,2016-11-08
"27561","NYFL0152","FL-SS827","ORT-307-942",10.49,15,157.35,2016-08-16
"27562","CHHF4589","HF-NP429","LCS-461-035",7.45,2,14.9,2016-07-08
"27563","CHHF4589","HF-NP429","RFG-388-575",4.65,6,27.9,2016-04-25
"27564","CHHF4589","HF-JP738","OBD-573-022",11.79,3,35.37,2016-05-02
"27565","AUWL7026","WL-WL903","LZD-622-073",8.89,8,71.12,2016-05-16
"27566","NYFL0152","FL-TS704","RBI-513-811",5.25,13,68.25,2016-03-02
"27567","SELL8603","LL-PS563","RFG-388-575",4.65,3,13.95,2016-10-19
"27568","NYFL0152","FL-TL942","RSI-802-493",6.15,16,98.4,2016-01-09
"27569","SFSW1840","SW-TH205","LCS-461-035",7.45,12,89.4,2016-02-20
"27570","NYFL0152","FL-TL942","RMG-199-201",5.65,10,56.5,2016-02-03
"27571","SFSW1840","SW-TH205","RBI-513-811",5.25,15,78.75,2016-08-24
"27572","MIAL3314","AL-PT831","LTP-429-116",7.45,8,59.6,2016-11-01
"27573","SELL8603","LL-AJ284","LZD-622-073",8.89,4,35.56,2016-02-13
"27574","NYML7932","ML-RG223","LCS-461-035",7.45,10,74.5,2016-07-01
"27575","CHHF4589","HF-NP429","RSI-802-493",6.15,16,98.4,2016-09-17
"27576","NYML7932","ML-NB362","LCS-461-035",7.45,8,59.6,2016-10-07
"27577","CHHF4589","HF-NP429","LTP-429-116",7.45,7,52.15,2016-12-04
"27578","SFSW1840","SW-TH205","LTP-429-116",7.45,2,14.9,2016-02-08
"27579","CHHF4589","HF-NP429","LCS-461-035",7.45,14,104.3,2016-08-09
